item_id,status,created_at,sku,price,qty_ordered,grand_total,increment_id,category_name_1,sales_commission_code,discount_amount,payment_method,Working Date,BI Status, MV ,Year,Month,Customer Since,M-Y,FY,Customer ID,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
211131,complete,7/1/2016,kreations_YI 06-L,1950.0,1,1950.0,100147443,Women's Fashion,\N,0.0,cod,7/1/2016,#REF!," 1,950 ",2016,7,2016-7,7-2016,FY17,1,,,,,
211134,canceled,7/1/2016,Ego_UP0017-999-MR0,2450.0,1,2450.0,100147445,Women's Fashion,\N,0.0,cod,7/1/2016,Gross," 2,450 ",2016,7,2016-7,7-2016,FY17,3,,,,,
211136,order_refunded,7/1/2016,BK7010400AG,555.0,2,1110.0,100147447,Soghaat,\N,0.0,cod,7/1/2016,Valid," 1,110 ",2016,7,2016-7,7-2016,FY17,5,,,,,
211137,canceled,7/1/2016,UK_Namkino All In One 200 Gms,80.0,1,80.0,100147448,Soghaat,\N,0.0,cod,7/1/2016,Gross, 80 ,2016,7,2016-7,7-2016,FY17,6,,,,,
211139,complete,7/1/2016,UK_Namkino Mix Nimco 400 Gms,170.0,1,170.0,100147450,Soghaat,\N,0.0,cod,7/1/2016,Net, 170 ,2016,7,2016-7,7-2016,FY17,6,,,,,
211140,canceled,7/1/2016,Apple iPhone 6S 64GB,96499.0,1,96499.0,100147451,Mobiles & Tablets,\N,0.0,ublcreditcard,7/1/2016,Gross," 96,499 ",2016,7,2016-7,7-2016,FY17,8,,,,,
211141,canceled,7/1/2016,Apple iPhone 6S 64GB,96499.0,1,96499.0,100147452,Mobiles & Tablets,\N,0.0,mygateway,7/1/2016,Gross," 96,499 ",2016,7,2016-7,7-2016,FY17,8,,,,,
211142,complete,7/1/2016,"GFC_Pedestal Myga Cross Base (Special Guard) 24""",5500.0,1,5500.0,100147453,Appliances,\N,0.0,cod,7/1/2016,Net," 5,500 ",2016,7,2016-7,7-2016,FY17,9,,,,,
211143,received,7/1/2016,BK1070200PL,210.0,1,366.0,100147454,Soghaat,\N,0.0,cod,7/1/2016,Valid, 210 ,2016,7,2016-7,7-2016,FY17,10,,,,,
211144,received,7/1/2016,BK1130200CF,156.0,1,366.0,100147454,Soghaat,\N,0.0,cod,7/1/2016,Valid, 156 ,2016,7,2016-7,7-2016,FY17,10,,,,,
211147,canceled,7/1/2016,Assetmen_MD-346-M,1550.0,1,1550.0,100147457,Men's Fashion,105259,0.0,ublcreditcard,7/1/2016,Gross," 1,550 ",2016,7,2016-7,7-2016,FY17,11,,,,,
211149,complete,7/1/2016,cr_DATES WITH CASHEW-400 GM,420.0,1,1270.0,100147458,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 420 ,2016,7,2016-7,7-2016,FY17,13,,,,,
211150,complete,7/1/2016,UK_Gift Box Mix Dry Fruit Sweets 500 Gms,360.0,1,1270.0,100147458,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 360 ,2016,7,2016-7,7-2016,FY17,13,,,,,
211152,canceled,7/1/2016,RL_B005,899.25,1,2118.25,100147459,Home & Living,\N,0.0,cod,7/1/2016,Gross, 899 ,2016,7,2016-7,7-2016,FY17,14,,,,,
211153,canceled,7/1/2016,bed&rest_S7,899.0,1,2118.25,100147459,Home & Living,\N,0.0,cod,7/1/2016,Gross, 899 ,2016,7,2016-7,7-2016,FY17,14,,,,,
211154,canceled,7/1/2016,L&L_LLHLE8224S,320.0,1,2118.25,100147459,Home & Living,\N,0.0,cod,7/1/2016,Gross, 320 ,2016,7,2016-7,7-2016,FY17,14,,,,,
211155,complete,7/1/2016,J&J_JJR-4,149.0,1,298.0,100147460,Kids & Baby,\N,0.0,cod,7/1/2016,Net, 149 ,2016,7,2016-7,7-2016,FY17,15,,,,,
211156,complete,7/1/2016,J&J_JJR-20,149.0,1,298.0,100147460,Kids & Baby,\N,0.0,cod,7/1/2016,Net, 149 ,2016,7,2016-7,7-2016,FY17,15,,,,,
211157,order_refunded,7/1/2016,D Lend a Helping Hand,1000.0,1,0.0,100147461,\N,\N,0.0,customercredit,7/1/2016,Valid," 1,000 ",2016,7,2016-7,7-2016,FY17,16,,,,,
211158,order_refunded,7/1/2016,Mochika_M0001112-12,1913.0,1,3826.0,100147462,Men's Fashion,\N,0.0,cod,7/1/2016,Valid," 1,913 ",2016,7,2016-7,7-2016,FY17,17,,,,,
211160,order_refunded,7/1/2016,Mochika_M0001112-8,1913.0,1,3826.0,100147462,Men's Fashion,\N,0.0,cod,7/1/2016,Valid," 1,913 ",2016,7,2016-7,7-2016,FY17,17,,,,,
211162,complete,7/1/2016,SKMT_Blood Test,500.0,1,0.0,100147463,Others,\N,0.0,customercredit,7/1/2016,Net, 500 ,2016,7,2016-7,7-2016,FY17,16,,,,,
211163,complete,7/1/2016,SKMT_Medicine,100.0,5,0.0,100147463,Others,\N,0.0,customercredit,7/1/2016,Net, 500 ,2016,7,2016-7,7-2016,FY17,16,,,,,
211164,canceled,7/1/2016,sputnik_701/5-11,1500.0,2,3000.0,100147464,Men's Fashion,\N,0.0,cod,7/1/2016,Gross," 3,000 ",2016,7,2016-7,7-2016,FY17,18,,,,,
211166,complete,7/1/2016,Ctees-Black Zip- Up Hoodie-XL,450.0,1,450.0,100147465,Kids & Baby,\N,0.0,cod,7/1/2016,Net, 450 ,2016,7,2016-7,7-2016,FY17,19,,,,,
211168,complete,7/1/2016,Samsung Galaxy J5,20999.0,1,20999.0,100147466,Mobiles & Tablets,R-FSD-58130,0.0,cod,7/1/2016,Net," 20,999 ",2016,7,2016-7,7-2016,FY17,20,,,,,
211170,refund,7/1/2016,Veet_4,165.0,1,300.0,100147468,Beauty & Grooming,\N,82.5,cod,7/1/2016,Valid, 165 ,2016,7,2016-7,7-2016,FY17,21,,,,,
211171,refund,7/1/2016,RS_Gulab jaman Tin,435.0,1,300.0,100147468,Soghaat,\N,217.5,cod,7/1/2016,Valid, 435 ,2016,7,2016-7,7-2016,FY17,21,,,,,
211172,canceled,7/1/2016,cr_PEANUT SALTY-200 GM,90.0,1,940.0,100147469,Soghaat,\N,0.0,cod,7/1/2016,Gross, 90 ,2016,7,2016-7,7-2016,FY17,22,,,,,
211173,canceled,7/1/2016,Oriflame_21557,850.0,1,940.0,100147469,Beauty & Grooming,\N,0.0,cod,7/1/2016,Gross, 850 ,2016,7,2016-7,7-2016,FY17,22,,,,,
211174,complete,7/1/2016,JBS_TAT-128,3672.0,1,3672.0,100147470,Home & Living,\N,0.0,cod,7/1/2016,Net," 3,672 ",2016,7,2016-7,7-2016,FY17,23,,,,,
211175,complete,7/1/2016,cr_PEANUT SALTY-200 GM,90.0,1,740.0,100147471,Soghaat,\N,19.15,cod,7/1/2016,Net, 90 ,2016,7,2016-7,7-2016,FY17,22,,,,,
211176,complete,7/1/2016,Oriflame_21557,850.0,1,740.0,100147471,Beauty & Grooming,\N,180.85,cod,7/1/2016,Net, 850 ,2016,7,2016-7,7-2016,FY17,22,,,,,
211177,order_refunded,7/1/2016,Ajmery_BRR-590-M,899.0,1,899.0,100147472,Men's Fashion,\N,0.0,cod,7/1/2016,Valid, 899 ,2016,7,2016-7,7-2016,FY17,24,,,,,
211179,canceled,7/1/2016,HOS_GUCFW75,7400.0,1,11000.0,100147473,Beauty & Grooming,\N,0.0,mygateway,7/1/2016,Gross," 7,400 ",2016,7,2016-7,7-2016,FY17,25,,,,,
211180,canceled,7/1/2016,Lexon_LL116B-Blue,3600.0,1,11000.0,100147473,Mobiles & Tablets,\N,0.0,mygateway,7/1/2016,Gross," 3,600 ",2016,7,2016-7,7-2016,FY17,25,,,,,
211184,complete,7/1/2016,2Zee_SC6,225.0,1,168.0,100147474,Beauty & Grooming,\N,122.28,cod,7/1/2016,Net, 225 ,2016,7,2016-7,7-2016,FY17,22,,,,,
211185,complete,7/1/2016,Q MOBILE Noir X20,4500.0,1,4500.0,100147475,Mobiles & Tablets,\N,0.0,cod,7/1/2016,Net," 4,500 ",2016,7,2016-7,7-2016,FY17,26,,,,,
211186,canceled,7/1/2016,rehaab_RJ160047,3156.0,1,6152.0,100147476,Women's Fashion,\N,0.0,cod,7/1/2016,Gross," 3,156 ",2016,7,2016-7,7-2016,FY17,27,,,,,
211187,canceled,7/1/2016,Farah_3-B,2996.0,1,6152.0,100147476,Women's Fashion,\N,0.0,cod,7/1/2016,Gross," 2,996 ",2016,7,2016-7,7-2016,FY17,27,,,,,
211188,canceled,7/1/2016,RS_Sohan Halwa Tin,300.0,2,2210.0,100147477,Soghaat,\N,0.0,cod,7/1/2016,Gross, 600 ,2016,7,2016-7,7-2016,FY17,28,,,,,
211189,canceled,7/1/2016,UK_Soan Papdi Original 250 Gms,150.0,2,2210.0,100147477,Soghaat,\N,0.0,cod,7/1/2016,Gross, 300 ,2016,7,2016-7,7-2016,FY17,28,,,,,
211190,canceled,7/1/2016,UK_Gift Box Soghaat 500 Gms,465.0,2,2210.0,100147477,Soghaat,\N,0.0,cod,7/1/2016,Gross, 930 ,2016,7,2016-7,7-2016,FY17,28,,,,,
211191,canceled,7/1/2016,RS_Double Delight,380.0,1,2210.0,100147477,Soghaat,\N,0.0,cod,7/1/2016,Gross, 380 ,2016,7,2016-7,7-2016,FY17,28,,,,,
211192,canceled,7/1/2016,Al Muhafiz Sohan Halwa Almond,350.0,1,350.0,100147478,Soghaat,\N,0.0,cod,7/1/2016,Gross, 350 ,2016,7,2016-7,7-2016,FY17,29,,,,,
211193,complete,7/1/2016,UK_Gift Box Baklawa 500 Gms,425.0,1,425.0,100147479,Soghaat,\N,0.0,cod,7/1/2016,Net, 425 ,2016,7,2016-7,7-2016,FY17,30,,,,,
211194,complete,7/1/2016,sputnik_2146/6-8,850.0,1,850.0,100147480,Women's Fashion,\N,0.0,cod,7/1/2016,Net, 850 ,2016,7,2016-7,7-2016,FY17,31,,,,,
211196,complete,7/1/2016,kkc_Kingtox 450ml Classic Green All Insect Killer Spray,251.0,1,251.0,100147481,Home & Living,C-PEW-104656,0.0,cod,7/1/2016,Net, 251 ,2016,7,2016-7,7-2016,FY17,32,,,,,
211198,complete,7/1/2016,Al Muhafiz Sohan Halwa Walnut,510.0,1,835.0,100147483,Soghaat,\N,0.0,cod,7/1/2016,Net, 510 ,2016,7,2016-7,7-2016,FY17,34,,,,,
211199,complete,7/1/2016,RS_Honey Dry Fruit Halwa,325.0,1,835.0,100147483,Soghaat,\N,0.0,cod,7/1/2016,Net, 325 ,2016,7,2016-7,7-2016,FY17,34,,,,,
211202,order_refunded,7/1/2016,Eco Star_40U557,30417.0,1,30417.0,100147486,Entertainment,c-uet-44938,0.0,cod,7/1/2016,Valid," 30,417 ",2016,7,2016-7,7-2016,FY17,36,,,,,
211203,complete,7/1/2016,Al Muhafiz Sohan Halwa Almond,350.0,2,700.0,100147487,Soghaat,\N,0.0,cod,7/1/2016,Net, 700 ,2016,7,2016-7,7-2016,FY17,37,,,,,
211204,complete,7/1/2016,Orient_OR-6057 GX LGFD LV,45250.0,1,45250.0,100147488,Appliances,R-KHS-104405,0.0,cod,7/1/2016,Net," 45,250 ",2016,7,2016-7,7-2016,FY17,38,,,,,
211205,canceled,7/1/2016,HOS_JPGCW100,8100.0,3,24588.0,100147489,Beauty & Grooming,104835,0.0,cod,7/1/2016,Gross," 24,300 ",2016,7,2016-7,7-2016,FY17,39,,,,,
211206,canceled,7/1/2016,kkc_Jasmine King Air Freshener,144.0,2,24588.0,100147489,Home & Living,104835,0.0,cod,7/1/2016,Gross, 288 ,2016,7,2016-7,7-2016,FY17,39,,,,,
211207,complete,7/1/2016,asimjofaeanew_5A,5597.0,1,5597.0,100147490,Women's Fashion,R-KHS-104405,0.0,cod,7/1/2016,Net," 5,597 ",2016,7,2016-7,7-2016,FY17,40,,,,,
211208,order_refunded,7/1/2016,ajmery_F9-981,999.0,1,999.0,100147491,Men's Fashion,C-ISB-105964,0.0,cod,7/1/2016,Valid, 999 ,2016,7,2016-7,7-2016,FY17,35,,,,,
211209,refund,7/1/2016,hijabh_JILBAB-C (1)-52x,4950.0,1,4950.0,100147492,Women's Fashion,R-KHS-104405,0.0,cod,7/1/2016,Valid," 4,950 ",2016,7,2016-7,7-2016,FY17,40,,,,,
211211,order_refunded,7/1/2016,noritake_NTM163M,805.0,1,805.0,100147493,Home & Living,865116,0.0,cod,7/1/2016,Valid, 805 ,2016,7,2016-7,7-2016,FY17,41,,,,,
211213,order_refunded,7/1/2016,RS_Habshi Halwa Tin,280.0,1,280.0,100147495,Soghaat,C-ISB-102148,0.0,cod,7/1/2016,Valid, 280 ,2016,7,2016-7,7-2016,FY17,35,,,,,
211214,canceled,7/1/2016,sentiments_WRK1612,1.0,1,1.0,100147496,\N,C-RWP-102627,0.0,cod,7/1/2016,Gross, 1 ,2016,7,2016-7,7-2016,FY17,33,,,,,
211215,order_refunded,7/1/2016,bata_comfit-8613714-43-9,999.0,1,999.0,100147497,Men's Fashion,R-PEW-41424,0.0,cod,7/1/2016,Valid, 999 ,2016,7,2016-7,7-2016,FY17,42,,,,,
211218,order_refunded,7/1/2016,Al Muhafiz Sohan Halwa Almond,350.0,1,350.0,100147499,Soghaat,C-KHS-44926,0.0,cod,7/1/2016,Valid, 350 ,2016,7,2016-7,7-2016,FY17,44,,,,,
211219,order_refunded,7/1/2016,Al Muhafiz Sohan Halwa Almond,350.0,1,350.0,100147500,Soghaat,C-KHS-44926,0.0,cod,7/1/2016,Valid, 350 ,2016,7,2016-7,7-2016,FY17,44,,,,,
211220,complete,7/1/2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,1195.0,100147501,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 760 ,2016,7,2016-7,7-2016,FY17,13,,,,,
211221,complete,7/1/2016,RS_Gulab jaman Tin,435.0,1,1195.0,100147501,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 435 ,2016,7,2016-7,7-2016,FY17,13,,,,,
211222,canceled,7/1/2016,sentiments_WRK1612,1.0,5,5.0,100147502,\N,C-RWP-66032,0.0,cod,7/1/2016,Gross, 5 ,2016,7,2016-7,7-2016,FY17,33,,,,,
211223,canceled,7/1/2016,sentiments_WRK1612,1.0,2,2.0,100147503,\N,C-RWP-31924,0.0,cod,7/1/2016,Gross, 2 ,2016,7,2016-7,7-2016,FY17,33,,,,,
211225,canceled,7/1/2016,sentiments_WRK1612,1.0,1,1.0,100147505,\N,C-RWP-102627,0.0,cod,7/1/2016,Gross, 1 ,2016,7,2016-7,7-2016,FY17,33,,,,,
211227,complete,7/1/2016,RS_Gulab jaman Tin,435.0,1,1195.0,100147507,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 435 ,2016,7,2016-7,7-2016,FY17,13,,,,,
211228,complete,7/1/2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,1195.0,100147507,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 760 ,2016,7,2016-7,7-2016,FY17,13,,,,,
211231,order_refunded,7/1/2016,Inoxy_Inoxy Hair Miracle Elixir,1875.0,1,1875.0,100147510,Beauty & Grooming,\N,0.0,cod,7/1/2016,Valid," 1,875 ",2016,7,2016-7,7-2016,FY17,45,,,,,
211232,complete,7/1/2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,1195.0,100147511,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 760 ,2016,7,2016-7,7-2016,FY17,13,,,,,
211233,complete,7/1/2016,RS_Chum Chum Tin,435.0,1,1195.0,100147511,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 435 ,2016,7,2016-7,7-2016,FY17,13,,,,,
211236,complete,7/1/2016,RS_Chum Chum Tin,435.0,1,1195.0,100147514,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 435 ,2016,7,2016-7,7-2016,FY17,13,,,,,
211237,complete,7/1/2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,1195.0,100147514,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 760 ,2016,7,2016-7,7-2016,FY17,13,,,,,
211239,complete,7/1/2016,Dany_AUK-650 ,4200.0,1,4200.0,100147516,Mobiles & Tablets,R-LHW-105666,0.0,cod,7/1/2016,Net," 4,200 ",2016,7,2016-7,7-2016,FY17,46,,,,,
211240,complete,7/1/2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,1195.0,100147517,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 760 ,2016,7,2016-7,7-2016,FY17,13,,,,,
211241,complete,7/1/2016,RS_Chum Chum Tin,435.0,1,1195.0,100147517,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 435 ,2016,7,2016-7,7-2016,FY17,13,,,,,
211242,complete,7/1/2016,urban_ PT004-L,550.0,1,550.0,100147518,\N,C-PEW-105784,0.0,cod,7/1/2016,Net, 550 ,2016,7,2016-7,7-2016,FY17,47,,,,,
211244,complete,7/1/2016,jackpot_JP-7999,1230.0,1,1230.0,100147519,Appliances,\N,0.0,cod,7/1/2016,Net," 1,230 ",2016,7,2016-7,7-2016,FY17,48,,,,,
211245,complete,7/1/2016,RS_Chum Chum Tin,435.0,1,1195.0,100147520,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 435 ,2016,7,2016-7,7-2016,FY17,13,,,,,
211246,complete,7/1/2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,1195.0,100147520,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 760 ,2016,7,2016-7,7-2016,FY17,13,,,,,
211247,complete,7/1/2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,1195.0,100147521,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 760 ,2016,7,2016-7,7-2016,FY17,13,,,,,
211248,complete,7/1/2016,RS_Chum Chum Tin,435.0,1,1195.0,100147521,Soghaat,R-KHW-104406,0.0,cod,7/1/2016,Net, 435 ,2016,7,2016-7,7-2016,FY17,13,,,,,
211251,canceled,7/1/2016,Al Muhafiz Sohan Halwa Walnut,510.0,1,880.0,100147524,Soghaat,\N,0.0,ublcreditcard,7/1/2016,Gross, 510 ,2016,7,2016-7,7-2016,FY17,49,,,,,
211252,canceled,7/1/2016,UK_Gift Box Pistachio Delight 500 Gms,370.0,1,880.0,100147524,Soghaat,\N,0.0,ublcreditcard,7/1/2016,Gross, 370 ,2016,7,2016-7,7-2016,FY17,49,,,,,
211253,canceled,7/1/2016,test_tcsconnect,2.0,1,2.0,100147525,\N,\N,0.0,cod,7/1/2016,Gross, 2 ,2016,7,2016-7,7-2016,FY17,50,,,,,
211259,canceled,7/1/2016,Al Muhafiz Sohan Halwa Almond,350.0,1,350.0,100147531,Soghaat,\N,0.0,cod,7/1/2016,Gross, 350 ,2016,7,2016-7,7-2016,FY17,51,,,,,
211260,canceled,7/1/2016,sst_Lyquin-Regular fit-Large,1950.0,1,2745.0,100147532,Men's Fashion,\N,0.0,ublcreditcard,7/1/2016,Gross," 1,950 ",2016,7,2016-7,7-2016,FY17,52,,,,,
211262,canceled,7/1/2016,Fcafe_11777-L,795.0,1,2745.0,100147532,Men's Fashion,\N,0.0,ublcreditcard,7/1/2016,Gross, 795 ,2016,7,2016-7,7-2016,FY17,52,,,,,
211264,complete,7/1/2016,LC_359547105042,4750.0,1,12150.0,100147533,Beauty & Grooming,R-KHW-104406,0.0,cod,7/1/2016,Net," 4,750 ",2016,7,2016-7,7-2016,FY17,13,,,,,
211265,complete,7/1/2016,LC_3349668508587,7400.0,1,12150.0,100147533,Beauty & Grooming,R-KHW-104406,0.0,cod,7/1/2016,Net," 7,400 ",2016,7,2016-7,7-2016,FY17,13,,,,,
211268,order_refunded,7/1/2016,RS_pheni Desi Ghee 1 kg ,520.0,1,520.0,100147536,Soghaat,C-KHS-31122,0.0,cashatdoorstep,7/1/2016,Valid, 520 ,2016,7,2016-7,7-2016,FY17,44,,,,,
211269,order_refunded,7/1/2016,RS_pheni Desi Ghee 1 kg ,520.0,1,520.0,100147537,Soghaat,C-KHS-31122,0.0,cashatdoorstep,7/1/2016,Valid, 520 ,2016,7,2016-7,7-2016,FY17,44,,,,,
211276,complete,7/1/2016,Al Muhafiz Sohan Halwa Walnut,510.0,1,880.0,100147544,Soghaat,\N,0.0,ublcreditcard,7/1/2016,Net, 510 ,2016,7,2016-7,7-2016,FY17,49,,,,,
211277,complete,7/1/2016,UK_Gift Box Pistachio Delight 500 Gms,370.0,1,880.0,100147544,Soghaat,\N,0.0,ublcreditcard,7/1/2016,Net, 370 ,2016,7,2016-7,7-2016,FY17,49,,,,,
211279,complete,7/1/2016,UK_Gulab Jamun Tin Pack 500 Gms,260.0,1,600.0,100147546,Soghaat,R-KHS-103986,0.0,cashatdoorstep,7/1/2016,Net, 260 ,2016,7,2016-7,7-2016,FY17,53,,,,,
211280,complete,7/1/2016,UK_Chum Chum Tin Pack  500 Gms,260.0,1,600.0,100147546,Soghaat,R-KHS-103986,0.0,cashatdoorstep,7/1/2016,Net, 260 ,2016,7,2016-7,7-2016,FY17,53,,,,,
211281,complete,7/1/2016,UK_Namkino Mix Nimco 200 Gms,80.0,1,600.0,100147546,Soghaat,R-KHS-103986,0.0,cashatdoorstep,7/1/2016,Net, 80 ,2016,7,2016-7,7-2016,FY17,53,,,,,
211283,canceled,7/1/2016,sentiments_Ferrero Rocher Gift Box,1.0,1,1.0,100147548,\N,\N,0.0,cod,7/1/2016,Gross, 1 ,2016,7,2016-7,7-2016,FY17,54,,,,,
211284,complete,7/1/2016,UK_Gulab Jamun Tin Pack 500 Gms,260.0,1,600.0,100147549,Soghaat,R-KHS-103986,0.0,cashatdoorstep,7/1/2016,Net, 260 ,2016,7,2016-7,7-2016,FY17,53,,,,,
211285,complete,7/1/2016,UK_Chum Chum Tin Pack  500 Gms,260.0,1,600.0,100147549,Soghaat,R-KHS-103986,0.0,cashatdoorstep,7/1/2016,Net, 260 ,2016,7,2016-7,7-2016,FY17,53,,,,,
211286,complete,7/1/2016,UK_Namkino Mix Nimco 200 Gms,80.0,1,600.0,100147549,Soghaat,R-KHS-103986,0.0,cashatdoorstep,7/1/2016,Net, 80 ,2016,7,2016-7,7-2016,FY17,53,,,,,
211289,canceled,7/1/2016,EGO_E02377-SML-BG00-S,1950.0,2,3901.0,100147552,Women's Fashion,\N,0.0,cod,7/1/2016,Gross," 3,900 ",2016,7,2016-7,7-2016,FY17,55,,,,,
211291,canceled,7/1/2016,sentiments_WRK1612,1.0,1,3901.0,100147552,\N,\N,0.0,cod,7/1/2016,Gross, 1 ,2016,7,2016-7,7-2016,FY17,55,,,,,
211293,canceled,7/1/2016,darzee_DP-234-B-Pink-15-M,1450.0,1,1450.0,100147554,Men's Fashion,\N,0.0,ublcreditcard,7/1/2016,Gross," 1,450 ",2016,7,2016-7,7-2016,FY17,52,,,,,
211296,canceled,7/1/2016,sentiments_Ferrero Rocher Gift Box,1.0,1,1.0,100147556,\N,\N,0.0,cod,7/1/2016,Gross, 1 ,2016,7,2016-7,7-2016,FY17,55,,,,,
211299,order_refunded,7/1/2016,Q MOBILE Noir W7,3950.0,1,3950.0,100147559,Mobiles & Tablets,C SKZ 41328,0.0,cod,7/1/2016,Valid," 3,950 ",2016,7,2016-7,7-2016,FY17,56,,,,,
211301,order_refunded,7/1/2016,UK_Gulab Jamun Tin Pack 500 Gms,260.0,1,600.0,100147561,Soghaat,R-KHS-103986,0.0,cashatdoorstep,7/1/2016,Valid, 260 ,2016,7,2016-7,7-2016,FY17,53,,,,,
211302,order_refunded,7/1/2016,UK_Chum Chum Tin Pack  500 Gms,260.0,1,600.0,100147561,Soghaat,R-KHS-103986,0.0,cashatdoorstep,7/1/2016,Valid, 260 ,2016,7,2016-7,7-2016,FY17,53,,,,,
211303,order_refunded,7/1/2016,UK_Namkino Mix Nimco 200 Gms,80.0,1,600.0,100147561,Soghaat,R-KHS-103986,0.0,cashatdoorstep,7/1/2016,Valid, 80 ,2016,7,2016-7,7-2016,FY17,53,,,,,
211308,order_refunded,7/1/2016,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,760.0,100147566,Soghaat,C-RWP-41876,0.0,cod,7/1/2016,Valid, 760 ,2016,7,2016-7,7-2016,FY17,33,,,,,
211310,complete,7/1/2016,UK_Gulab Jamun Tin Pack 500 Gms,260.0,1,600.0,100147568,Soghaat,R-KHS-103986,0.0,cashatdoorstep,7/1/2016,Net, 260 ,2016,7,2016-7,7-2016,FY17,53,,,,,
211311,complete,7/1/2016,UK_Chum Chum Tin Pack  500 Gms,260.0,1,600.0,100147568,Soghaat,R-KHS-103986,0.0,cashatdoorstep,7/1/2016,Net, 260 ,2016,7,2016-7,7-2016,FY17,53,,,,,
211312,complete,7/1/2016,UK_Namkino Mix Nimco 200 Gms,80.0,1,600.0,100147568,Soghaat,R-KHS-103986,0.0,cashatdoorstep,7/1/2016,Net, 80 ,2016,7,2016-7,7-2016,FY17,53,,,,,
211313,complete,7/1/2016,RS_Kaju Barfi,425.0,1,1125.0,100147569,Soghaat,\N,0.0,cod,7/1/2016,Net, 425 ,2016,7,2016-7,7-2016,FY17,57,,,,,
211314,complete,7/1/2016,RS_Sohan Halwa Tin,300.0,1,1125.0,100147569,Soghaat,\N,0.0,cod,7/1/2016,Net, 300 ,2016,7,2016-7,7-2016,FY17,57,,,,,
211315,complete,7/1/2016,RS_cake rusk,190.0,1,1125.0,100147569,Soghaat,\N,0.0,cod,7/1/2016,Net, 190 ,2016,7,2016-7,7-2016,FY17,57,,,,,
211316,complete,7/1/2016,HR_Bhel Puri 200g,210.0,1,1125.0,100147569,Soghaat,\N,0.0,cod,7/1/2016,Net, 210 ,2016,7,2016-7,7-2016,FY17,57,,,,,
211318,complete,7/1/2016,UK_Gulab Jamun Tin Pack 500 Gms,260.0,1,600.0,100147571,Soghaat,R-KHS-103986,0.0,cashatdoorstep,7/1/2016,Net, 260 ,2016,7,2016-7,7-2016,FY17,53,,,,,
211319,complete,7/1/2016,UK_Chum Chum Tin Pack  500 Gms,260.0,1,600.0,100147571,Soghaat,R-KHS-103986,0.0,cashatdoorstep,7/1/2016,Net, 260 ,2016,7,2016-7,7-2016,FY17,53,,,,,
211320,complete,7/1/2016,UK_Namkino Mix Nimco 200 Gms,80.0,1,600.0,100147571,Soghaat,R-KHS-103986,0.0,cashatdoorstep,7/1/2016,Net, 80 ,2016,7,2016-7,7-2016,FY17,53,,,,,
211321,canceled,7/1/2016,UK_Gift Box Almond Delight 500 Gms,350.0,1,350.0,100147572,Soghaat,\N,0.0,cod,7/1/2016,Gross, 350 ,2016,7,2016-7,7-2016,FY17,58,,,,,
211322,order_refunded,7/1/2016,UK_Gift Box Almond Delight 500 Gms,350.0,1,350.0,100147573,Soghaat,C-FSD-41249,0.0,cod,7/1/2016,Valid, 350 ,2016,7,2016-7,7-2016,FY17,58,,,,,
211324,complete,7/1/2016,UK_Gulab Jamun Tin Pack 500 Gms,260.0,1,600.0,100147575,Soghaat,R-KHS-103986,0.0,cashatdoorstep,7/1/2016,Net, 260 ,2016,7,2016-7,7-2016,FY17,53,,,,,
211325,complete,7/1/2016,UK_Chum Chum Tin Pack  500 Gms,260.0,1,600.0,100147575,Soghaat,R-KHS-103986,0.0,cashatdoorstep,7/1/2016,Net, 260 ,2016,7,2016-7,7-2016,FY17,53,,,,,
211326,complete,7/1/2016,UK_Namkino Mix Nimco 200 Gms,80.0,1,600.0,100147575,Soghaat,R-KHS-103986,0.0,cashatdoorstep,7/1/2016,Net, 80 ,2016,7,2016-7,7-2016,FY17,53,,,,,
